review_id,review,rating,time,company,data_source
,i love this app seriously such an amazing app to use to listen to music of all types i love how it personalizes playlists for you based on what youve been listening to  whats on your rotation i love creating playlists and finding songs that are recommended for me however  the new interface is not great i really liked how the platform looked before the most recent update now my songs are not in alphabetical order making it hard to look for a song to play without searching the song  which means it wont continue with my library after that song i searched  i cant seem to find the specific section for radio listening which could be my own stupidity but still help please  i also feel like my personalization either disappeared or changed for whatever reason  it is playing songs in my library that i either rarely listen to or its not catching onto the vibe im going for for example  it used to play country songs more than other genres if it noticed i was listening to more country than other stuff now it just seems all over the place love the app  just not the new update,4,6/30/2019 6:19,Spotify,IOS
fd1f317c-264d-494c-a02d-09fa637a499f,i love the app  i am a premium user took the student plan recently i had to cancel it i tried activating premium student membership again but it looks like the page got hang so i select student premium and selected monthly payment one of 59 rupees thats where it stuck i dont know what happened i tried restarting uninstalling and reinstalled it but its still froze no response i would appreciate if this issue could be resolved,4,2/3/2025 2:23,Spotify,Android
,downloaded the app several years ago  i use it daily and have a vast library of songs of every genre for every mood and every occasion never once have i had an issue with this app a play list for any vibe is easy to create  the selection of music is unparalleled the app is consistently updated  doesnt bug out or fail i really enjoy the weekly discover play list  its an ai generated collection of music that the ai thinks you might enjoy  ive found countless songs i enjoy due to this clever system   highly recommend  its definitely worth the money for add free enjoyment,5,9/9/2022 18:40,YouTube Music,IOS
72727cc3-8913-4c12-8343-d5c32006a608,i spend 30 hrsweek commuting for work downloading music for offline listening has been valuable to me what sucks is that the app fails to successfully load the library or downloaded music page when in poor cellular networking conditions otherwise  the app works when im completely offline  or online overall  the app is okay i pay for premium  so i guess ill always expect more  or basic and offered app functionality and services to work 99 of the time,2,12/19/2024 4:39,YouTube Music,Android
,really good if i could read it so they could have more than five stars in like five is perfect ill read it seven number one because you can use it while using other apps are you sad time especially on roblox because im a big player of roblox next up is a ton of classics like basically every song you could think of is there dance monkey the castle theres fly away there is believer that thunder and many many more and theres even like songs that they include that have like two views and they still are on like your recommended page next up if youre in the younger age groupif youre 12 you can still play songs but it is limited if theyre e you cant play them and how do you put onto that setting is you going to settings and then you look for like restricted stuff and then you press it so the songs that are e are restricted its so good i am still using the app while writing this with you,5,7/16/2021 1:05,Spotify,IOS
,fire app if you have premium  regular you tube is good dont get me wrong but iits so fin worth it to get the music without having to be sold on some bull adds plus you get the music without having to connect to the internet or the added plus of downloading your favorites and being able to play them anytime as long as you have a charge  my opinion anyway,5,12/25/2022 19:52,YouTube Music,IOS
,mostly this is a good app however  there are some features that could really be used the ability to crop a song to choose when it begins and ends would be a fantastic feature to have also being able to edit songs ones that are not through the apple store  personal music to change the title  album name and being able to change a song to have a specific eq as on my personal computer would be a truly great addition also having a few variations of an empty arena effect via eq would be a nice addition as well,3,11/7/2022 6:09,Apple Music,IOS
68ba2198-505d-4897-ad0f-349ebc03ed40,it doesnt let you pick the songs you want so when you play a song it just gives you a random other song and the only way to avoid is just to buy premium,1,2/24/2025 10:35,Amazon Music,Android
,its a good platform for music but you guys have things you guys make people listen to like six different songs until we can listen to the song we actually searched up and only six skips an hour is a little unfair plus i should be able to go back to a certain song on my playlist if i want to not have it say that i cant go back to that song and i also dont like the fact that now i cant go to a playlist and tap on the song i wanna play and then let the let the rest play after  i have to just wait until that song pops up because now it only shows the title of the song and shows what songs are on there but you cant tap and pick a song that you want to listen to and if you wanted to listen to that song  you search it up as i said in the first of this you have to listen to 67 songs before you can even get to it thank you for listening i hope you can make a few changes for the sake of your listeners,4,6/17/2024 1:36,Spotify,IOS
299753b4-728a-4a15-8b52-4fe8eb0bfa65,the app plays one or two songs  then it starts cutting out and then the app closes down completely i have to go into settings and force stop the app and start all over i have the paid version,1,2/15/2025 21:16,YouTube Music,Android
,my low score for this app is for the random shuffle play function under songs  i often use the random option but find this app often  play songs from the same artist and different song title of course  considering this is from google  with advancements with ai it would be good to hear a more mixed up playlists not have the same artist appear much later rather than so closed  i once had it back to back  considering i have so many songs  it would be more randomized,5,11/16/2023 1:49,YouTube Music,IOS
,i would like to use this app 100 of the time instead of google play music  however  there are certain things i dont like   1 when using my airpods  i can double tap to pause  but when i double tap to resumeit doesnt work i need to go directly into the app and hit play hitting play on the lock screen wont work  either  as it just keeps spinning  it forces me to go directly into the app and start the song from the beginning   2 its cool that you can get both audio and videos on the same app but its weird when the app plays the audio of the video version you could be listening to a song video with long pauses that only make sense when youre watching a video,3,9/14/2019 14:15,YouTube Music,IOS
,i love your show i happened to find it a few years ago while you were highlighting assata shakuri listened because i love her i stayed and will never leave because i love how down to earth tazzy isand how she says like dat and how animated marah gets when shes into it you two are hilariousi usually listen in the car while i pick up or drop my son to school now he will sit in the car waiting to see what happenedor blurt out how stupid a murderess was for something hes investedhope this is good parenting because im not stopping lol i share this with all my clients ever got a facial listening to the details of a murder my clients have anywho  kudos to you two and so proud to see how much youve grown and thanks for staying true to yourselves and your brand throughout your elevation delisicia from detroit,5,2/7/2025 23:01,Spotify,IOS
,after having calm for several months now  ive enjoyed exploring to the variety of content from masterclasses to music to meditation i also like the approach calm takes in encouraging you to develop your own daily practice of mindfulness however  the main reason why i purchased calm was for the large library of meditations however the bulk of new meditations come from the daily meditation which is always guided by the same person  tamara levitt she also guides many of the meditation series they have available unfortunately i dont enjoy how tamara does her meditations and i find them more distracting than helpful because of this i find myself avoiding her meditations and whenever there is a choice for another voice ill pick it  but there are only so many of these and  if youre not doing the daily meditations  it doesnt take too long before you feel like youre running out of content calm is great if you enjoy tamaras meditations  but your kind of out of a deal if you dont i just think its unfortunate that there isnt more variety in the voices available and authors coming out with new content my wish would be for calm to at least have a second choice for the voice of the daily calm,2,8/6/2020 16:00,Amazon Music,IOS
afb305ea-a4bc-49e3-9056-01d7b53dbb8c,definitely much better audio quality than spotify  but there is no music streaming option with android phones to your speaker  adding or deleting songs take steps which is boring,4,12/27/2024 21:13,Apple Music,Android
,ive been using your app for many years  paid huge amount of money for subscription i collected tons of favorite songs in my playlists and its all gone in one second the reason why i just changed the bank and started using  another credit card and to change my payment method  i had to unsubscribe for a moment and boom no more favorite music no chance to restore it seriously been such a serious developer and not provide for storing playlist in icloud you cant even imagine how disappointed i am right now thanks a lot for providing best service ever ,1,5/19/2022 8:02,Apple Music,IOS
,your app description says youre always making updates  improvements  but as a user for several years  the entire interface  experience has only gotten worse people have given you feedback for so long about what wed like to see improve  the features wed like to see brought backimplemented  and seriously guys  its 2020 and this app is starting to feel so outdated listen to your users  some of our suggestions would be so simple to implement  like allowing us to change our profile photosalbum photos from our phones  letting us see what our friends are listening to from our phones  making it easier to remove a song from a playlist without having to go back into the playlist and scroll until its found  letting us block someone ive been harassed on this app before by someone following me on several different accounts please do something make it more fun  easier to navigate add new features were begging,1,2/5/2020 22:34,Spotify,IOS
d333f54f-3637-4c7a-ba7b-7a0c8514a996,i expected more features and better interface it has a radio station section but its so tedious getting to one you want thats not one of apples recommended lately  i cant even sign it it kicked me out randomly ive changedreset my password and it still says its wrong its frustrating its seemingly the best selection of music between all the apps  but its a pain getting it to work,2,10/21/2024 11:14,Apple Music,Android
71a6c597-b598-406e-814b-d116cbc529f5,the interface is not clean it is damn cluttered for a paid app finding a song from its original album is too hard because when you search a song or an album it shows 100s of the results of the playlists created by other people the ui must show first the original album and later other playlists because of this reason i prefer my apple music more bcz this kind of cluttered nonsense is not there,1,2/19/2025 7:04,YouTube Music,Android
0a4a7d72-ab2f-4097-9dae-7389c09e93bb,waste of time to use this unless you are attached to the internet it no longer allows you to download unless you upgrade  11 bucks plus tax per month who wants to be tethered all of the time might be fine for a phone  but not a tablet and if youre on the internet theft are better sources,1,2/3/2025 6:53,Amazon Music,Android
,i really wanna highlight my distaste for this app i really enjoy music i listen to music most of the time if i want to listen to the same artist for more than a few hours  it will play the same playlist over and over again if i hit a different album hoping to hear new material  ill hear the same playlist as before  with some new songs in the mix and ive been hearing recommendations that go off my playlists  and i just start hearing random tracks that are popular on tik tok the shuffle is terrible ill listen to some songs once or twice  but not every song is good enough to hear every single day ive been hiding songs  because they just arent good enough  and im getting exhausted and listening to music becomes a chore on this app  which is supposed to be something i take pleasure in ruining my favorite music  and making other music thats decent more and more terrible   i used to feel more favorably towards this  listening to artists who have like 23 albums and some singles   and the thing thats really terrible is that the potential is amazing i could use this to explore artists i dont like if im not familiar with an artist i put on their best material and fan favorites but i genuinely do not have a clue how some of my favorite artists get picked for fan favorites  because some artists have consistency but their lowest quality tracks always seem to make the cut first   stop with the awful pre determined playlists,1,1/13/2025 3:49,Spotify,IOS
d7706261-00aa-4155-a302-9527b64e14eb,the app absolute junk i like amazon music content  it works great on the web page but what you do on the pc may or may not be remembered for the app when im driving i really dont need my lists disappearing or any of the other issues that are ok when you ride a bus  but not when you drive unless you want to spend time fing with the app  take a pass they certainly arent going to fix it  its been this way for a long time,1,12/20/2024 5:44,Amazon Music,Android
83b26b12-e41e-4f10-9adb-e1c5cd0d7a04,because it ask for premium after 1month,4,2/25/2025 4:43,Spotify,Android
13561d93-f6fb-45a8-877a-a97bb88ba99f,it works but i never know if its the app or that i dont have unlimited when things disappear like playlists  and i cant delete history im glad you can unlike songs now they should lower price for unlimited for prime members  cause no one wants to pay twice the price app now freezes sometimes when scrolling through different sections,4,12/24/2024 0:16,Amazon Music,Android
de9083a6-90be-4552-91d7-4dc1b9293283,this app is one of the slowest music apps i have used  it is snaillike in responding to selectionclicks  takes ages to respond  sometimes i have given up waiting for the app to operate and gone on to use the webplayer instead  which works but doesnt allow hd music youd think that with all its resources amazon would fix this useless app  but no  theyre not bothered the problems extend to all os platforms my advice is dont waste you time on the app  just use the web player,2,2/21/2025 17:17,Amazon Music,Android
bb57f1ad-40ac-4270-8ccc-dfd92d63fe3e,i really love the lyrics animations 55,5,2/6/2025 9:14,Apple Music,Android
,ive been using this app for a day and its been doing good but from all the reviews ive been reading it seems like it crashes a lot and it has to many ads and there is like 23 reviews ive read that say these things im a fast reader pls pls pls pls fix this if this is true and it seems as if it is and most of the reviews give you guys 1 star and so sense i havent used it for a long time i give it 3stars because for now it seems like a good app and also if you yes you not the creators of the app  if  you are reading this  before you just start falling for the reviews that say amazing but and stuff like that  click on sort by and click on most critical and you will see probably like 70 reviews saying all this stuff and if you really think about it  there are only like 13 reviews that say good stuff  about this app so as i said 3 stars for now and as i start using this app longer i will see if i still like it or if im going to go with the other like 70 reviews that say this app is bad and if you made it this far goodbye and have a nice day  morning  night  evening  afternoon or wherever you are,5,12/15/2020 19:58,Spotify,IOS
,i am very happy with apple music  so much that i even pay a subscription for the service the only issues i have are where it come to saving favorite artists without having to create a new playlist or a station the bulk of my saved music is a variety of chinese   japanese  and korean songsartist i have favorite artist that i wish i could receive notifications on about new released music but unable to set it up i cant even select the right music genre in the listen now settings   please help fix this issue or let me know if i am doing something wrong,4,7/8/2022 5:00,Apple Music,IOS
c5db7723-3189-4b17-838d-f607739b9f6d,love the app  love the music  great app over all except for the fact that it takes a bit to load somethimes  but thats probably due to the number of songs on my lists as for the people who say it doesnt work in the car  i personaly dont own a car  but my mom uses it all the time in hers and it works just fine  cassidy,5,12/25/2024 14:44,Amazon Music,Android
,my problem with this app is that i mark songs as favorite and when i want to play those songs i cant find them i try the search and it shows me suggestions i dont want suggestions  i want the songs i like and other thing  if i want to play an artist  i want that artist  no others i look for an artist name  play one song from that artist and then start playing random artista there should be an option for this im paying for a service that doesnt do what i want to,3,1/3/2024 19:58,YouTube Music,IOS
,ok google is a huge company their experience that this specific service offers is so inadequate and even frustrating for a company this big do not sign up for the free month premium tryout they will charge you a month ahead within a couple of days youre basically stuck with it for 2 months  and if you like it  great  but if you dont  well here we are and if you do it through itunes  it is impossible  i mean impossible  to request a refund on googles platform  although of course google being mediocre and buggy as they are their stuff is just buggy all the time  they cant ever charge for it  they do not explain how to you have to go through itunes to request a refund just listen to their commercials keep clicking in still watching buttons which are so dumb  and go about your business without having to pay for google services with dollars instead keep paying for them with your privacy  and ad time as you always have done lol,1,11/17/2022 22:45,YouTube Music,IOS
a990efde-e84f-4cc2-8aee-10ac1a7cc2d6,i love it  i had to lower from 5 stars to 1 star because i was being charged 10 a month and i already have prime paid every year i called to cancel and i was still getting charged i had to call and they said amazon music i have to pay prime music i dont have to pay and is included with prime  i cant find prime music anywhere so lets see  i was reimbursed for last month 10 lets see what happens now,2,2/3/2025 10:55,Amazon Music,Android
a544038b-0daf-4078-a73b-082b2a920c96,the music will freeze halfway through the album then you have to restart the whole app to get it playing breaks the mood when driving only reason i keep it is the music selection for what ever reason i always have to redownload the music i already downloaded sweet error 180,1,1/29/2025 22:58,Amazon Music,Android
,i used to love this app  i would come to it here and there when i really needed meditation even just doing the 7 days of calm every now and then was great help however  since the app updated  it is extremely limited you can do a single session and the rest you must pay yearly for 60 honestly  the biggest stressor in my life is money and it is seriously terrible to see an app that is meant to help with stress  sleep  etc  make a leap like this is your goal to help people  or make more money really curious what happened for this change to be made to this app making a profit out of it just seems incredibly ironic if thats whats happening here   overall  dont waste your time downloading this app youre going to be more stressed out than when you decided to download it in the first place,2,11/29/2018 9:20,Amazon Music,IOS
b5dbcb93-06b2-4cd0-8363-cb77934d4da6,freaky how it knows what i like its awesome just an update  im a bit annoyed at the fact that my playlists are all downloaded  but i cant listen to them offline i keep getting the amazon music is offline  connect to a network message what is the point of downloading then,3,12/5/2024 5:00,Amazon Music,Android
,i am a caregiver of four clients two of them seem to have a lot of anxiety issues  one of which is ptsd  and the other seems to have some ocd behavior i signed up for calm and decided to share it with these two clients twice a week when i am with them i wasnt sure how they would react when i suggested it but both were open to the idea and now we are meditating twice a week i personally meditate almost every day but i am very proud of my two clients who are in their 80s to start a new practice in their lives it seems to be helping already thank you for calm,5,1/29/2024 23:42,Amazon Music,IOS
,stop updating the app it was fine the way it was my music was interrupted  and playlists and library completely deleted it doesnt even give similar suggestions from different artists anymore nor does the radio give selections in the same genre just one artist at a time hate it and it only show you play history if you searched the song through the search bar at this point  the only good this is not adsi probably will not be renewing my subscription next month,2,2/10/2022 14:47,YouTube Music,IOS
92c4dabb-250c-49e9-a9bf-691c6716f8df,this is a fantastic music app mostly due to the algorithms that help me find new music its easy to use and intuitive with some nice flexibility offline downloads are super handy high quality audio isnt as great as other services but its definitely convenient with a huge library of music latest version reintroduced tap to seek feature great to see community feedback is acknowledged,5,2/9/2025 19:53,YouTube Music,Android
,what a terrible app after awhile your songs in your playlist will randomly start becoming unavailable  and you can no longer play them again whats that  go to their support and chat with them you say oh sure  lets chat with the support whos only suggestion is asking if its updated then tell you to wait for next update and hope your issue is fixed what a waste of time and money,5,7/23/2020 14:44,YouTube Music,IOS
3ddd5ad1-48fd-4b51-b50f-ec27afc1e3ec,its probably one of best music apps there is what else i would like to see on it is the following i want to be able to add songs in playlist that are not available on spotify either from cloud either from my nas so that when i play on google home speakers or on tv it will work currently all you can do is add songs from your device  but it will only work on that device dont get me wrong  the app is great  but because of that  i also need to use other apps for all the songs i like,5,2/7/2025 4:15,Spotify,Android
299d51f3-bc3b-4d60-b7c5-4e4465c8ed4d,spotify shadow bans artist who they dont like and endlessly promote artist who you never listen too like adding a random song to your playlist without you adding it,1,2/25/2025 17:03,Spotify,Android
4a18c0eb-5e54-42f0-9faa-0b928f3e1197,ive been using this app for many years its great for listening to niche music that youd never hear on the radio i dont mind that they have ads  and they have every right to advertise their own ad service  because how else would we know how easy it is to create a spotify ad  or that its free  see youre not talking on mute but when every adbreak has 4 ads in a row for their ad service its embarrassing will someone please buy advertising space,3,2/8/2025 9:48,Spotify,Android
86f1ab03-945d-4044-857b-4dbba0d9b23b,youtube music is generally a good app  but it has massive problems that they are not working on the biggest one for me is its offline mode when i dont have connection youtube music will often buffer until it finds a connection and if it doesnt find one if will continue to buffer almost forever so ironically the easiest way to get to offline mode on youtube music is to be online,2,1/5/2025 4:02,YouTube Music,Android
0c6f436a-7bb8-4afd-a93b-3f6374e5640f,jumped amazon music because of the bugs and requirement to pay more money and it became buggy  now this is just as buggy and stops connecting randomly cleared all cookies and cache and i still cant play certain songs its like it freezes and i have to shut down the app and force close it running in the background highly inconvenient please fix,2,10/9/2024 23:10,Apple Music,Android
71dd14f1-849f-4173-b581-c14f3db51c05,not allowing me to skip then freezes frequently ive cleared cache  deleted and redownloaded and nothing working,2,2/20/2025 19:38,Amazon Music,Android
, its a very good app because you can listen to your favorite song and its justamazing though i do have some irritations on the app when i have like 15 songs on my liked playlist itll suggest some more songs some are really good but i dont like it when it does thatsometimesand another thing the wifi thing where you can listen to music without wificontains premium its agitating because i was taking a road trip and i didnt have any wifi and i really wanted to listen to music without wifi even if theres a free trial i still dont reallywanna do the trial thing i meanim 10 so im not exactly sure what will happen if i do the free trial thingso yeahbut then againperfect app to listen to music and perfect to chill out and just relax while listening to your favorite music  songs maddie ,5,1/25/2024 4:03,Spotify,IOS
18375630-a475-412d-911e-be9bc7b56e47,really enjoying apple music and is my goto music app after using other subscription services could you bring the karaoke function to android as well thanks,4,2/15/2025 18:13,Apple Music,Android
7de453a7-3eca-4ad2-90ce-6afa05ffa61f,notify me about apple music in this my android phone,5,1/18/2025 22:50,Apple Music,Android
4e7a36ef-0072-4450-856f-44dd45fa6d65,i have a lot of downloaded music that i paid for and i cannot play offline this is unacceptable what sort of garbage music app does not let you download and play music offline have the developers never been on an airplane  or out of cellwifi service i wish i could get all of my money back for all of the music i have purchased,1,2/21/2025 15:58,Amazon Music,Android
,i have used apple music for a few years and im generally satisfied however  its frustrating that i cant customize the library page more   i primarily use the library page  and i navigate based on albums i think the app would be better if there were the option to pin things on the library page  so that the exact albumsplaylists i want are at the top  as opposed to just showing my recently added items lately ive been listening a lot to an album i downloaded awhile ago  which means that every time i open the app  i have to navigate to the artists tab  find the artist  then select the album i want if i could just pin the album  it would be so much easier   basically id like it to function the same way as pinning conversations in the messages app   similarly i generally dont make playlists  except for specific uses party  road trip  workout  etc but in my day to day listening  i dont listen to playlists very much i usually listen to albums id rather be able to hide a playlist or somehow remove it from my recenly added   the same way deleting an app from your iphones home screen doesnt remove it from your app library  id like to be able to adjust which items show up when i first open the app,4,11/16/2022 5:38,Apple Music,IOS
,most of the time songs dont play even if you have amazing connection takes me about 8 app restarts to get a song to play but after the first song plays the playlist plays without any problems so its just the start up thats a problem really dislike how im paying this pricy subscription just for the songs not to play it takes about 20 minutes for a song to play no other streaming service i have has this problem,3,4/10/2023 18:55,YouTube Music,IOS
5d3eb86f-fb1e-46c5-bd58-7a7e0c44f7c5,constant bugs extremely repetitive recommendations  and playlists that dont understand music genres on any level sounds quality is good though great  know it wont even load playlist pages in my library utterly terrible app,1,1/10/2025 18:01,Amazon Music,Android
a930d7af-772e-466f-90da-0a78d14bcf6d,i love the app best range of music ive been using it since september of 2018 and have never thought to waver i do however seriously miss the shuffle button on the homescreen that would just shuffle anything from your recently played songs recent as in the past few months i know theres a feeling lucky button that plays a radio with a similar theme but i think the shuffle button was just better let us edit our playlist covers let us use an app like airbuds on it,4,2/2/2025 2:20,YouTube Music,Android
,used to have premium but cant afford it anymore i  didnt think the free plan would be that bad and im trying to stick it out however  i am kind of disappointed that i hear two songs and then 3 to 4 ads follow it i can see one or two here and there but every two songs without fail there are 3 to 4 ads then when i get an ad thats supposed to give me 30 mins of uninterrupted music without fail i still only hear a a song or two before i get another ad not sure if there is a glitch or something but ive updated the app and still have so many ads my boyfriend used pandora and the ads dont happen as often and arent as long either might be moving over a little sad because i have built great play lists and love the stations i understand the need for ads but it can be excessive on here compared to other apps,2,11/7/2024 18:37,Spotify,IOS
102f3be0-6dd1-475d-ae8e-eb869b98420b,it keeps promoting if you want amazon music unlimited no i dont for the 500th time,2,2/19/2025 15:36,Amazon Music,Android
,to get context  ive been using this app more than two years now and have been postponing my review of the app for a while however  enough is enough whenever i make a playlist and i hit the shuffle button  it does shuffle  however  i would like the app to then randomly select from the reshuffled list and play tunes in a random order  which it doesnt currently do it still plays in the exact same order pease fix your shuffle button so it then randomly plays for that recreated playlist,3,6/9/2022 23:05,YouTube Music,IOS
0f86a5a6-d11d-425a-846a-2b3349484266,scummy price errors the home page opens with the 3 month free trail deal and after that itll be 1080 6 72 per month but if i click it  it turns into 10 99 per month starting today,1,1/30/2025 15:01,Apple Music,Android
92fa0c69-04e7-48ee-bbd5-2ac47d565d12,why was i asked to login again when i used my apple music the previous day then i put the correct password  but it didnt accept it i went to reset my password  then my account has been locked  for no reason what is going on,1,11/24/2024 15:20,Apple Music,Android
3e67b913-7973-4e3f-8c3d-5158476988c8,after recent update  music volume suddenly drops low when playing music in the backend its very annoying,1,1/30/2025 6:17,Apple Music,Android
,this app appears to be a barely disguised way of forcing users to agree to having their private information collected for god only knows what use if the creators are trying to be clever  this really misses the mark upon loading the app  one is asked to either agree to one of the most extensive privacy policy memorandums ive ever seenor click on read more the aforementioned privacy policy to choke a horse once read you are directed back to the opening message where you can either agree to their policy or close the app no opt out is provided  as would be expected with any other similar application i have deleted the app and unless the reader wants their privacy invaded  id suggest the same what adds insult to injury is these people have the unbelievable temerity to request payment for a premium version in other words  one pays to have their data spread out all over kingdom come this is pure sh,1,12/19/2018 4:42,Amazon Music,IOS
b9096303-2cb3-4817-88b4-7a4c56989b4f,certain songs just wont play  even when downloaded on the device  dont know if because of a certain update  but cant listen to a full album without a song or two just skipping,2,1/28/2025 4:59,Apple Music,Android
8cee2688-b7e1-4835-a29c-d6a9a0e972a1,just received a major update it made experience 10x worse none of the albums i had created can be played now  i click  nothing happens it is an update that was so badly needed  however so disappointed  it worked for the worst,1,2/1/2025 6:21,Amazon Music,Android
,i miss when the app had minimized adds and didnt have like 15 adds that take forever to playslightly exaggerated after almost every song  its like music apps amazon spotify apple  etc worry a lot more about the money rather than the people  using their app with a free subscription having a good experience and then wanting to support the app with a subscription i miss the old app  and just want to listen to music without hearing the same exact adds for the 100th time and not get adds promoting playlists that are faaar from my music taste  at least if your gonna have as many adds as you do at least make them personalized to that specific person and their music taste if the app or any other app keeps going the money hungry route im not sure im going to use keep using any music app and just start purchasing my music so i at least own it after downloading,2,7/11/2023 20:04,Spotify,IOS
8157ed39-0178-40ae-9eaf-a39b8da7f4cf,although it pains me to pay for any subscription  its unfortunately a way of life now im probably losing count of my subscriptions  from music  design and health but out of all them  this is the only one that consistently brings me joy at home and in the car  ive completely stopped listening to the radio due to youtube music the quality of suggested playlists  along with being able to shuffle your liked tunes and no ad streaming with the lock screen on  is serious aural pleasure ,5,12/17/2024 22:55,YouTube Music,Android
,i think there used to be a i dont like this song button and i used it enough to think it was an important part of the app but now i cant find it i also think maybe more consultation could be used to identify genres and similar songs because there are a few groups that i listen to that sound very similar  but arent considered to be in the same genre at all it makes me curious about what criteria goes into placing songs together and how the algorithm works i dont have any other issues though overall i love the app and highly recommend even though premium can seem expensive in the long run  its a good investment because you have access to all kinds of music and your taste can shift without you regretting all the money you might have spent on an album,4,6/7/2020 13:31,Spotify,IOS
e4efcc86-2bfe-4787-a61b-904b35d4522a,since i updated to android 12  the app crashes multiple times every day,5,2/25/2025 6:17,YouTube Music,Android
,this app calm is the best i have ever place on my iphone two thumbs up  it helps me go to sleep knowing i have to wake up early for work  i love  this app i truly think all who reads this and like to be calm should truly get this app calm i love  being calm in bed listening to calm nature or a calm story telling a specially if i have to go to work in the early morning  thank you calm app and keep sending new calmness  this app make me complete and it helps me still when i need a deep sleep  as long as there no glitches in this calm app i will be happy ,5,5/8/2023 4:11,Amazon Music,IOS
791f794a-1f17-4d19-959e-5f82bfd64a70,i have a good experience with this app i think its easy to use for me  the algorithm does a great job suggesting music and playing interesting songs based off of my tastes it does have its quirks i dont know why  but my husbands youtube music regularly interjects all star by smash mouth into his qeuey and its just a running joke now hes never searched or liked the song and it doesnt fit the genre when it does pop up into his queue  but it works great for me,5,2/20/2025 17:12,YouTube Music,Android
,i suffer from what i call busy brain and was seeking help to unwind  destress and generally switch off after work when i bought this app  40 days ago ive used it at least once a day ever since im trying my best to meditate  still not very good at diverting those racing thoughts but i do enjoy the short pep talks at the beginning of each meditation and breathing exercises help me to unwind a little i love the sleep stories  particularly those narrated by alan sklar  i never reach the end though  im always asleep within 10 minutes if i wake horribly early i use the sleep meditations to try to relax back into sleep then theres the music and soundscapes to explore too i see in these reviews that some people complain about the cost but if you use the app daily  its really only a few cents a day well worth the price if you determine to make time in your day to make use of the app all in all  i think calm is excellent value  well designed and offers something new to explore almost every day well done all,5,7/24/2021 21:16,Amazon Music,IOS
d3c59260-fdc3-4add-9f16-5ee872ae3ed7,they keep increasing the price of use20 a month to listen to my music too much,3,2/20/2025 16:17,Amazon Music,Android
